clustername	contigname
24645	S5CS18097D-03-06_S0_L001CNODE_25349_length_2031_cov_11.290486
979	S5CS18097D-03-06_S0_L001CNODE_6550_length_4669_cov_3.428912
nneighs_6054	S2CS18097D-03-07_S0_L001CNODE_9157_length_3738_cov_7.146891
nneighs_6054	S4CS18097D-03-12_S0_L001CNODE_19264_length_2591_cov_14.686909
nneighs_6054	S1CS18097D-03-02_S0_L001CNODE_10462_length_4023_cov_4.281502
nneighs_11724	S4CS18097D-03-12_S0_L001CNODE_10980_length_3688_cov_6.245802
nneighs_11724	S5CS18097D-03-06_S0_L001CNODE_8012_length_4151_cov_4.942627
nneighs_11724	S1CS18097D-03-02_S0_L001CNODE_25338_length_2347_cov_6.679756
nneighs_11724	S3CS18097D-03-11_S0_L001CNODE_17933_length_2896_cov_7.848997
nneighs_8591	S5CS18097D-03-06_S0_L001CNODE_18648_length_2467_cov_2.801410
nneighs_8591	S1CS18097D-03-02_S0_L001CNODE_16245_length_3088_cov_3.183647
nneighs_18614	S3CS18097D-03-11_S0_L001CNODE_9762_length_4149_cov_5.789204
nneighs_18614	S5CS18097D-03-06_S0_L001CNODE_14155_length_2926_cov_2.896203
nneighs_13402	S1CS18097D-03-02_S0_L001CNODE_31466_length_2057_cov_10.604895
nneighs_13402	S2CS18097D-03-07_S0_L001CNODE_13039_length_3027_cov_3.641992
nneighs_13402	S4CS18097D-03-12_S0_L001CNODE_17032_length_2801_cov_6.290240
691	S3CS18097D-03-11_S0_L001CNODE_6498_length_5218_cov_4.512686
326	S1CS18097D-03-02_S0_L001CNODE_4407_length_6447_cov_4.698529
13416	S1CS18097D-03-02_S0_L001CNODE_23705_length_2446_cov_3.174822
24716	S3CS18097D-03-11_S0_L001CNODE_32553_length_2029_cov_15.826748
8786	S5CS18097D-03-06_S0_L001CNODE_20994_length_2286_cov_19.658001
8786	S2CS18097D-03-07_S0_L001CNODE_8460_length_3920_cov_17.972057
13650	S4CS18097D-03-12_S0_L001CNODE_21376_length_2433_cov_3.948276
nneighs_21113	S5CS18097D-03-06_S0_L001CNODE_20740_length_2303_cov_4.738434
nneighs_21113	S4CS18097D-03-12_S0_L001CNODE_27098_length_2098_cov_3.767009
11958	S1CS18097D-03-02_S0_L001CNODE_22379_length_2533_cov_3.026231
nneighs_6240	S1CS18097D-03-02_S0_L001CNODE_10856_length_3938_cov_4.434973
nneighs_6240	S4CS18097D-03-12_S0_L001CNODE_22476_length_2353_cov_6.307659
4865	S1CS18097D-03-02_S0_L001CNODE_17101_length_2991_cov_9.989782
17702	S4CS18097D-03-12_S0_L001CNODE_24300_length_2244_cov_2.027410
18600	S1CS18097D-03-02_S0_L001CNODE_27981_length_2210_cov_6.813921
nneighs_10263	S5CS18097D-03-06_S0_L001CNODE_10913_length_3431_cov_2.467121
nneighs_10263	S1CS18097D-03-02_S0_L001CNODE_20861_length_2642_cov_5.828759
14707	S3CS18097D-03-11_S0_L001CNODE_25012_length_2375_cov_2.181897
12079	S5CS18097D-03-06_S0_L001CNODE_17949_length_2525_cov_3.891093
nneighs_15086	S2CS18097D-03-07_S0_L001CNODE_18964_length_2417_cov_6.678662
nneighs_15086	S3CS18097D-03-11_S0_L001CNODE_19191_length_2781_cov_4.111886
nneighs_15086	S4CS18097D-03-12_S0_L001CNODE_18875_length_2625_cov_6.069650
nneighs_15086	S2CS18097D-03-07_S0_L001CNODE_9981_length_3552_cov_4.730912
23471	S4CS18097D-03-12_S0_L001CNODE_27843_length_2061_cov_2.725324
16079	S5CS18097D-03-06_S0_L001CNODE_20636_length_2310_cov_4.957428
16148	S2CS18097D-03-07_S0_L001CNODE_20456_length_2307_cov_3.564831
7049	S3CS18097D-03-11_S0_L001CNODE_20069_length_2711_cov_2.984563
17007	S3CS18097D-03-11_S0_L001CNODE_26962_length_2272_cov_1.985115
6431	S5CS18097D-03-06_S0_L001CNODE_15390_length_2779_cov_3.981278
11009	S5CS18097D-03-06_S0_L001CNODE_17092_length_2604_cov_4.045900
4543	S4CS18097D-03-12_S0_L001CNODE_14917_length_3045_cov_3.460201
nneighs_7058	S4CS18097D-03-12_S0_L001CNODE_10187_length_3861_cov_8.866001
nneighs_7058	S1CS18097D-03-02_S0_L001CNODE_12676_length_3587_cov_9.405719
nneighs_7058	S2CS18097D-03-07_S0_L001CNODE_10255_length_3495_cov_5.141860
nneighs_7058	S5CS18097D-03-06_S0_L001CNODE_14605_length_2866_cov_10.433298
nneighs_16768	S5CS18097D-03-06_S0_L001CNODE_6536_length_4673_cov_19.480078
nneighs_16768	S3CS18097D-03-11_S0_L001CNODE_31658_length_2062_cov_31.630792
nneighs_16768	S2CS18097D-03-07_S0_L001CNODE_20241_length_2322_cov_25.147772
nneighs_16768	S4CS18097D-03-12_S0_L001CNODE_25016_length_2201_cov_21.103914
nneighs_18143	S3CS18097D-03-11_S0_L001CNODE_5294_length_5873_cov_4.548127
nneighs_18143	S4CS18097D-03-12_S0_L001CNODE_19920_length_2538_cov_3.316553
23455	S3CS18097D-03-11_S0_L001CNODE_31695_length_2061_cov_4.246760
3356	S5CS18097D-03-06_S0_L001CNODE_11659_length_3296_cov_3.480407
nneighs_18657	S5CS18097D-03-06_S0_L001CNODE_23097_length_2153_cov_3.115825
nneighs_18657	S3CS18097D-03-11_S0_L001CNODE_10102_length_4063_cov_3.678393
15737	S3CS18097D-03-11_S0_L001CNODE_25890_length_2324_cov_6.769502
4862	S3CS18097D-03-11_S0_L001CNODE_17046_length_2991_cov_50.681540
nneighs_11167	S3CS18097D-03-11_S0_L001CNODE_15537_length_3163_cov_4.505470
nneighs_11167	S5CS18097D-03-06_S0_L001CNODE_24347_length_2082_cov_4.164776
nneighs_11167	S1CS18097D-03-02_S0_L001CNODE_23556_length_2455_cov_3.613750
16565	S3CS18097D-03-11_S0_L001CNODE_26602_length_2289_cov_2.650850
nneighs_12869	S1CS18097D-03-02_S0_L001CNODE_29336_length_2147_cov_3.074092
nneighs_12869	S3CS18097D-03-11_S0_L001CNODE_32993_length_2013_cov_6.685393
nneighs_12869	S2CS18097D-03-07_S0_L001CNODE_19124_length_2404_cov_4.066837
nneighs_12869	S4CS18097D-03-12_S0_L001CNODE_18631_length_2647_cov_9.472222
12624	S3CS18097D-03-11_S0_L001CNODE_23035_length_2493_cov_3.077933
1210	S4CS18097D-03-12_S0_L001CNODE_8247_length_4390_cov_3.346943
nneighs_16080	S5CS18097D-03-06_S0_L001CNODE_9171_length_3816_cov_4.578038
nneighs_16080	S2CS18097D-03-07_S0_L001CNODE_16016_length_2680_cov_3.012952
nneighs_16080	S3CS18097D-03-11_S0_L001CNODE_936_length_13623_cov_7.106722
nneighs_16080	S5CS18097D-03-06_S0_L001CNODE_6837_length_4568_cov_4.227122
nneighs_16080	S4CS18097D-03-12_S0_L001CNODE_26093_length_2146_cov_4.856528
nneighs_16080	S4CS18097D-03-12_S0_L001CNODE_23990_length_2260_cov_4.873016
24461	S2CS18097D-03-07_S0_L001CNODE_25132_length_2035_cov_12.820202
18784	S2CS18097D-03-07_S0_L001CNODE_22081_length_2204_cov_2.821778
nneighs_10704	S5CS18097D-03-06_S0_L001CNODE_16332_length_2683_cov_8.074962
nneighs_10704	S2CS18097D-03-07_S0_L001CNODE_24005_length_2093_cov_8.958783
nneighs_10704	S1CS18097D-03-02_S0_L001CNODE_22125_length_2550_cov_12.361122
nneighs_10704	S1CS18097D-03-02_S0_L001CNODE_24063_length_2422_cov_11.709759
nneighs_10704	S3CS18097D-03-11_S0_L001CNODE_13274_length_3462_cov_10.503082
nneighs_10704	S2CS18097D-03-07_S0_L001CNODE_21707_length_2225_cov_7.592166
nneighs_10704	S3CS18097D-03-11_S0_L001CNODE_32930_length_2015_cov_11.306633
nneighs_10704	S5CS18097D-03-06_S0_L001CNODE_5690_length_5093_cov_9.539897
nneighs_10704	S4CS18097D-03-12_S0_L001CNODE_14736_length_3066_cov_8.440385
7274	S4CS18097D-03-12_S0_L001CNODE_18183_length_2689_cov_2.806378
18130	S5CS18097D-03-06_S0_L001CNODE_21935_length_2228_cov_3.575702
nneighs_4894	S5CS18097D-03-06_S0_L001CNODE_9961_length_3630_cov_7.000000
nneighs_4894	S3CS18097D-03-11_S0_L001CNODE_4878_length_6121_cov_6.946917
nneighs_4894	S4CS18097D-03-12_S0_L001CNODE_11122_length_3660_cov_6.890430
nneighs_4894	S1CS18097D-03-02_S0_L001CNODE_8216_length_4646_cov_6.803964
nneighs_4894	S2CS18097D-03-07_S0_L001CNODE_5285_length_5121_cov_9.114489
nneighs_5387	S2CS18097D-03-07_S0_L001CNODE_17419_length_2546_cov_3.811321
nneighs_5387	S5CS18097D-03-06_S0_L001CNODE_6762_length_4595_cov_7.682379
nneighs_5387	S4CS18097D-03-12_S0_L001CNODE_10680_length_3752_cov_5.334325
nneighs_5387	S1CS18097D-03-02_S0_L001CNODE_9117_length_4376_cov_9.057394
12	S1CS18097D-03-02_S0_L001CNODE_478_length_17054_cov_6.068357
5674	S5CS18097D-03-06_S0_L001CNODE_14567_length_2872_cov_4.187078
3012	S2CS18097D-03-07_S0_L001CNODE_18536_length_2453_cov_3.733528
3012	S4CS18097D-03-12_S0_L001CNODE_7159_length_4759_cov_5.471301
3012	S2CS18097D-03-07_S0_L001CNODE_4669_length_5480_cov_3.572719
3012	S4CS18097D-03-12_S0_L001CNODE_12532_length_3393_cov_5.131815
3012	S2CS18097D-03-07_S0_L001CNODE_19814_length_2352_cov_2.695690
3012	S2CS18097D-03-07_S0_L001CNODE_11160_length_3319_cov_3.831801
16347	S1CS18097D-03-02_S0_L001CNODE_26232_length_2298_cov_3.220241
3028	S3CS18097D-03-11_S0_L001CNODE_13805_length_3388_cov_2.621062
nneighs_3518	S4CS18097D-03-12_S0_L001CNODE_4260_length_6350_cov_5.552025
nneighs_3518	S3CS18097D-03-11_S0_L001CNODE_3185_length_7635_cov_3.887731
nneighs_3518	S3CS18097D-03-11_S0_L001CNODE_27834_length_2229_cov_3.038638
nneighs_3518	S5CS18097D-03-06_S0_L001CNODE_24376_length_2081_cov_3.508885
nneighs_3518	S2CS18097D-03-07_S0_L001CNODE_15679_length_2710_cov_3.070433
nneighs_3518	S4CS18097D-03-12_S0_L001CNODE_23894_length_2266_cov_2.971958
nneighs_3518	S2CS18097D-03-07_S0_L001CNODE_10071_length_3532_cov_3.577509
nneighs_3518	S2CS18097D-03-07_S0_L001CNODE_22612_length_2171_cov_4.347353
nneighs_3518	S1CS18097D-03-02_S0_L001CNODE_5716_length_5660_cov_3.674398
nneighs_3518	S5CS18097D-03-06_S0_L001CNODE_6921_length_4536_cov_2.907164
nneighs_8358	S3CS18097D-03-11_S0_L001CNODE_8472_length_4511_cov_6.220377
nneighs_8358	S2CS18097D-03-07_S0_L001CNODE_23551_length_2118_cov_3.677169
nneighs_8358	S1CS18097D-03-02_S0_L001CNODE_15718_length_3149_cov_5.515191
4269	S5CS18097D-03-06_S0_L001CNODE_12912_length_3092_cov_3.477774
5693	S4CS18097D-03-12_S0_L001CNODE_16389_length_2870_cov_5.618828
nneighs_5956	S1CS18097D-03-02_S0_L001CNODE_10271_length_4068_cov_6.699477
nneighs_5956	S3CS18097D-03-11_S0_L001CNODE_22997_length_2495_cov_6.529508
nneighs_5956	S2CS18097D-03-07_S0_L001CNODE_11852_length_3194_cov_4.937241
nneighs_18734	S5CS18097D-03-06_S0_L001CNODE_22534_length_2188_cov_7.080638
nneighs_18734	S3CS18097D-03-11_S0_L001CNODE_10815_length_3904_cov_7.277215
3060	S1CS18097D-03-02_S0_L001CNODE_13989_length_3377_cov_4.855509
12671	S5CS18097D-03-06_S0_L001CNODE_18388_length_2490_cov_2.277207
nneighs_21050	S5CS18097D-03-06_S0_L001CNODE_16160_length_2698_cov_3.561862
nneighs_21050	S4CS18097D-03-12_S0_L001CNODE_20761_length_2478_cov_2.437474
2531	S2CS18097D-03-07_S0_L001CNODE_9974_length_3554_cov_7.648471
23571	S1CS18097D-03-02_S0_L001CNODE_31450_length_2058_cov_14.223665
nneighs_17780	S5CS18097D-03-06_S0_L001CNODE_2392_length_8142_cov_4.902807
nneighs_17780	S5CS18097D-03-06_S0_L001CNODE_16945_length_2620_cov_5.323587
nneighs_17780	S3CS18097D-03-11_S0_L001CNODE_1601_length_10765_cov_7.181513
23704	S3CS18097D-03-11_S0_L001CNODE_31840_length_2055_cov_3.974000
18833	S2CS18097D-03-07_S0_L001CNODE_22087_length_2203_cov_8.489758
nneighs_2948	S1CS18097D-03-02_S0_L001CNODE_4740_length_6232_cov_4.799093
nneighs_2948	S5CS18097D-03-06_S0_L001CNODE_9957_length_3632_cov_3.042214
12466	S2CS18097D-03-07_S0_L001CNODE_17931_length_2501_cov_5.150450
nneighs_18255	S5CS18097D-03-06_S0_L001CNODE_11207_length_3370_cov_4.626848
nneighs_18255	S3CS18097D-03-11_S0_L001CNODE_6430_length_5247_cov_12.655624
4644	S3CS18097D-03-11_S0_L001CNODE_16720_length_3025_cov_2.939731
nneighs_18360	S5CS18097D-03-06_S0_L001CNODE_20984_length_2287_cov_3.909050
nneighs_18360	S3CS18097D-03-11_S0_L001CNODE_7374_length_4860_cov_5.424974
12610	S5CS18097D-03-06_S0_L001CNODE_18359_length_2493_cov_4.015176
18714	S1CS18097D-03-02_S0_L001CNODE_28058_length_2207_cov_3.030204
13766	S3CS18097D-03-11_S0_L001CNODE_24133_length_2426_cov_4.473640
4278	S1CS18097D-03-02_S0_L001CNODE_16216_length_3091_cov_3.233860
nneighs_12279	S4CS18097D-03-12_S0_L001CNODE_24445_length_2234_cov_22.576870
nneighs_12279	S1CS18097D-03-02_S0_L001CNODE_27243_length_2246_cov_14.758101
nneighs_12279	S3CS18097D-03-11_S0_L001CNODE_20422_length_2684_cov_16.929631
nneighs_12279	S2CS18097D-03-07_S0_L001CNODE_6725_length_4491_cov_18.417719
2780	S4CS18097D-03-12_S0_L001CNODE_12113_length_3464_cov_2.348489
591	S1CS18097D-03-02_S0_L001CNODE_6165_length_5447_cov_7.655786
18836	S3CS18097D-03-11_S0_L001CNODE_28387_length_2202_cov_2.620401
nneighs_20781	S5CS18097D-03-06_S0_L001CNODE_11981_length_3242_cov_6.409476
nneighs_20781	S3CS18097D-03-11_S0_L001CNODE_32023_length_2048_cov_4.375815
6775	S4CS18097D-03-12_S0_L001CNODE_17647_length_2740_cov_4.129609
nneighs_1249	S5CS18097D-03-06_S0_L001CNODE_835_length_13271_cov_7.373562
nneighs_1249	S3CS18097D-03-11_S0_L001CNODE_9324_length_4271_cov_9.363140
nneighs_1249	S3CS18097D-03-11_S0_L001CNODE_5319_length_5857_cov_7.112203
nneighs_1249	S2CS18097D-03-07_S0_L001CNODE_1213_length_10670_cov_13.568818
nneighs_1249	S1CS18097D-03-02_S0_L001CNODE_1897_length_9700_cov_21.604458
nneighs_1249	S4CS18097D-03-12_S0_L001CNODE_1860_length_9700_cov_17.109176
104	S3CS18097D-03-11_S0_L001CNODE_1612_length_10720_cov_5.634224
10776	S3CS18097D-03-11_S0_L001CNODE_21244_length_2623_cov_3.303738
16446	S5CS18097D-03-06_S0_L001CNODE_20890_length_2294_cov_2.048682
15890	S1CS18097D-03-02_S0_L001CNODE_25883_length_2317_cov_3.217949
5441	S1CS18097D-03-02_S0_L001CNODE_17929_length_2906_cov_7.014732
20164	S1CS18097D-03-02_S0_L001CNODE_29136_length_2156_cov_3.206092
325	S3CS18097D-03-11_S0_L001CNODE_4369_length_6450_cov_3.567631
13986	S5CS18097D-03-06_S0_L001CNODE_19270_length_2412_cov_3.596945
nneighs_5854	S1CS18097D-03-02_S0_L001CNODE_10066_length_4121_cov_3.564191
nneighs_5854	S3CS18097D-03-11_S0_L001CNODE_9823_length_4134_cov_8.519245
nneighs_5854	S4CS18097D-03-12_S0_L001CNODE_8891_length_4199_cov_6.292471
nneighs_5854	S5CS18097D-03-06_S0_L001CNODE_7798_length_4215_cov_5.873077
nneighs_14745	S2CS18097D-03-07_S0_L001CNODE_7905_length_4084_cov_7.829238
nneighs_14745	S5CS18097D-03-06_S0_L001CNODE_16617_length_2654_cov_5.072336
nneighs_14745	S3CS18097D-03-11_S0_L001CNODE_5114_length_5976_cov_4.467657
nneighs_14745	S4CS18097D-03-12_S0_L001CNODE_20638_length_2486_cov_8.397779
23087	S2CS18097D-03-07_S0_L001CNODE_24441_length_2071_cov_3.120536
7378	S5CS18097D-03-06_S0_L001CNODE_16372_length_2679_cov_3.839939
4266	S4CS18097D-03-12_S0_L001CNODE_3559_length_6974_cov_10.250470
4266	S3CS18097D-03-11_S0_L001CNODE_32954_length_2015_cov_2.661224
4266	S4CS18097D-03-12_S0_L001CNODE_1457_length_10959_cov_8.162784
5331	S1CS18097D-03-02_S0_L001CNODE_17759_length_2921_cov_6.262736
nneighs_18880	S5CS18097D-03-06_S0_L001CNODE_1871_length_9222_cov_6.574343
nneighs_18880	S3CS18097D-03-11_S0_L001CNODE_12289_length_3622_cov_5.795066
12236	S4CS18097D-03-12_S0_L001CNODE_20221_length_2515_cov_17.858130
nneighs_9230	S2CS18097D-03-07_S0_L001CNODE_20024_length_2337_cov_4.880368
nneighs_9230	S1CS18097D-03-02_S0_L001CNODE_17943_length_2905_cov_5.762105
nneighs_9230	S4CS18097D-03-12_S0_L001CNODE_5518_length_5490_cov_4.777737
16971	S1CS18097D-03-02_S0_L001CNODE_26729_length_2273_cov_2.803427
12365	S3CS18097D-03-11_S0_L001CNODE_22818_length_2507_cov_3.628874
nneighs_11883	S3CS18097D-03-11_S0_L001CNODE_29718_length_2142_cov_3.297077
nneighs_11883	S1CS18097D-03-02_S0_L001CNODE_25907_length_2316_cov_2.430783
11115	S4CS18097D-03-12_S0_L001CNODE_19230_length_2595_cov_3.375984
6887	S1CS18097D-03-02_S0_L001CNODE_19812_length_2728_cov_3.481107
nneighs_11435	S3CS18097D-03-11_S0_L001CNODE_1431_length_11321_cov_6.275075
nneighs_11435	S1CS18097D-03-02_S0_L001CNODE_24462_length_2399_cov_6.950512
nneighs_11435	S5CS18097D-03-06_S0_L001CNODE_863_length_13097_cov_8.478608
3945	S4CS18097D-03-12_S0_L001CNODE_14047_length_3157_cov_3.922308
9943	S3CS18097D-03-11_S0_L001CNODE_17635_length_2927_cov_2.967618
9943	S1CS18097D-03-02_S0_L001CNODE_20892_length_2640_cov_3.588008
nneighs_1129	S2CS18097D-03-07_S0_L001CNODE_1060_length_11317_cov_10.425946
nneighs_1129	S5CS18097D-03-06_S0_L001CNODE_3067_length_7175_cov_7.645084
nneighs_1129	S2CS18097D-03-07_S0_L001CNODE_12303_length_3128_cov_9.191344
nneighs_1129	S1CS18097D-03-02_S0_L001CNODE_2532_length_8477_cov_18.949418
nneighs_1129	S4CS18097D-03-12_S0_L001CNODE_11601_length_3559_cov_5.853311
nneighs_1129	S1CS18097D-03-02_S0_L001CNODE_1716_length_10156_cov_17.391545
nneighs_1129	S1CS18097D-03-02_S0_L001CNODE_5629_length_5700_cov_17.181399
nneighs_1129	S3CS18097D-03-11_S0_L001CNODE_1328_length_11696_cov_11.955502
nneighs_1129	S4CS18097D-03-12_S0_L001CNODE_10194_length_3860_cov_5.685940
nneighs_1129	S3CS18097D-03-11_S0_L001CNODE_10990_length_3864_cov_7.819113
nneighs_1129	S5CS18097D-03-06_S0_L001CNODE_11300_length_3353_cov_6.806853
nneighs_1129	S2CS18097D-03-07_S0_L001CNODE_2020_length_8367_cov_8.549567
nneighs_1129	S4CS18097D-03-12_S0_L001CNODE_1226_length_11928_cov_6.682473
nneighs_1129	S3CS18097D-03-11_S0_L001CNODE_11163_length_3829_cov_8.262056
nneighs_1129	S5CS18097D-03-06_S0_L001CNODE_1171_length_11418_cov_9.185074
nneighs_1129	S4CS18097D-03-12_S0_L001CNODE_22734_length_2336_cov_5.856203
13943	S5CS18097D-03-06_S0_L001CNODE_19242_length_2414_cov_2.488343
nneighs_18162	S3CS18097D-03-11_S0_L001CNODE_5503_length_5739_cov_16.700915
nneighs_18162	S5CS18097D-03-06_S0_L001CNODE_1212_length_11242_cov_7.182176
nneighs_18162	S3CS18097D-03-11_S0_L001CNODE_8628_length_4465_cov_16.565533
nneighs_6142	S1CS18097D-03-02_S0_L001CNODE_10640_length_3988_cov_2.737351
nneighs_6142	S5CS18097D-03-06_S0_L001CNODE_23460_length_2131_cov_3.244220
12686	S1CS18097D-03-02_S0_L001CNODE_23044_length_2488_cov_8.140567
nneighs_6866	S2CS18097D-03-07_S0_L001CNODE_9597_length_3634_cov_4.977368
nneighs_6866	S5CS18097D-03-06_S0_L001CNODE_15745_length_2742_cov_4.284704
nneighs_6866	S3CS18097D-03-11_S0_L001CNODE_9884_length_4118_cov_6.446960
nneighs_6866	S1CS18097D-03-02_S0_L001CNODE_12232_length_3658_cov_8.779351
10997	S4CS18097D-03-12_S0_L001CNODE_19095_length_2605_cov_4.197647
nneighs_19956	S3CS18097D-03-11_S0_L001CNODE_22666_length_2517_cov_5.033712
nneighs_19956	S5CS18097D-03-06_S0_L001CNODE_11740_length_3281_cov_3.627712
2411	S1CS18097D-03-02_S0_L001CNODE_12620_length_3595_cov_3.411582
806	S3CS18097D-03-11_S0_L001CNODE_7074_length_4974_cov_3.979264
20730	S3CS18097D-03-11_S0_L001CNODE_29797_length_2139_cov_3.440979
25641	S4CS18097D-03-12_S0_L001CNODE_29087_length_2006_cov_3.023065
nneighs_19248	S5CS18097D-03-06_S0_L001CNODE_9319_length_3778_cov_4.046199
nneighs_19248	S3CS18097D-03-11_S0_L001CNODE_15792_length_3130_cov_5.257886
nneighs_19248	S4CS18097D-03-12_S0_L001CNODE_7204_length_4746_cov_4.299936
nneighs_7396	S5CS18097D-03-06_S0_L001CNODE_10774_length_3458_cov_8.601234
nneighs_7396	S4CS18097D-03-12_S0_L001CNODE_11942_length_3496_cov_9.693112
nneighs_7396	S1CS18097D-03-02_S0_L001CNODE_13438_length_3458_cov_16.810461
nneighs_7396	S2CS18097D-03-07_S0_L001CNODE_10247_length_3496_cov_8.536472
nneighs_15543	S2CS18097D-03-07_S0_L001CNODE_12770_length_3065_cov_5.924585
nneighs_15543	S4CS18097D-03-12_S0_L001CNODE_10023_length_3897_cov_6.096304
nneighs_18189	S3CS18097D-03-11_S0_L001CNODE_5780_length_5573_cov_13.083364
nneighs_18189	S5CS18097D-03-06_S0_L001CNODE_3675_length_6487_cov_9.297575
2527	S1CS18097D-03-02_S0_L001CNODE_12855_length_3557_cov_5.771845
16315	S2CS18097D-03-07_S0_L001CNODE_20563_length_2300_cov_15.698886
18915	S2CS18097D-03-07_S0_L001CNODE_22154_length_2199_cov_3.987407
nneighs_17509	S3CS18097D-03-11_S0_L001CNODE_33077_length_2010_cov_7.067008
nneighs_17509	S2CS18097D-03-07_S0_L001CNODE_24955_length_2044_cov_19.344897
nneighs_217	S2CS18097D-03-07_S0_L001CNODE_417_length_17029_cov_8.659479
nneighs_217	S1CS18097D-03-02_S0_L001CNODE_355_length_18869_cov_10.531147
nneighs_217	S3CS18097D-03-11_S0_L001CNODE_311_length_20542_cov_8.585249
nneighs_217	S4CS18097D-03-12_S0_L001CNODE_1795_length_9845_cov_7.494791
nneighs_217	S2CS18097D-03-07_S0_L001CNODE_25785_length_2004_cov_8.440739
nneighs_217	S3CS18097D-03-11_S0_L001CNODE_3128_length_7702_cov_8.466065
nneighs_217	S1CS18097D-03-02_S0_L001CNODE_4006_length_6761_cov_10.858038
nneighs_217	S5CS18097D-03-06_S0_L001CNODE_46_length_38418_cov_8.272528
nneighs_217	S1CS18097D-03-02_S0_L001CNODE_7594_length_4852_cov_10.478216
nneighs_217	S2CS18097D-03-07_S0_L001CNODE_363_length_18113_cov_8.507808
nneighs_217	S5CS18097D-03-06_S0_L001CNODE_20780_length_2300_cov_9.162584
nneighs_217	S2CS18097D-03-07_S0_L001CNODE_3438_length_6430_cov_8.142275
nneighs_217	S2CS18097D-03-07_S0_L001CNODE_15806_length_2697_cov_9.207797
nneighs_217	S2CS18097D-03-07_S0_L001CNODE_2379_length_7763_cov_9.424754
nneighs_217	S4CS18097D-03-12_S0_L001CNODE_9697_length_3983_cov_4.858452
nneighs_217	S1CS18097D-03-02_S0_L001CNODE_32102_length_2030_cov_10.555443
nneighs_217	S5CS18097D-03-06_S0_L001CNODE_3828_length_6346_cov_6.759498
nneighs_217	S1CS18097D-03-02_S0_L001CNODE_5372_length_5838_cov_12.112398
nneighs_217	S3CS18097D-03-11_S0_L001CNODE_166_length_25662_cov_8.661928
nneighs_217	S4CS18097D-03-12_S0_L001CNODE_9866_length_3942_cov_5.641883
nneighs_217	S4CS18097D-03-12_S0_L001CNODE_199_length_25350_cov_6.608856
nneighs_217	S4CS18097D-03-12_S0_L001CNODE_19883_length_2541_cov_7.022526
nneighs_217	S4CS18097D-03-12_S0_L001CNODE_3130_length_7492_cov_6.580879
nneighs_217	S1CS18097D-03-02_S0_L001CNODE_22256_length_2541_cov_11.074417
nneighs_217	S1CS18097D-03-02_S0_L001CNODE_1894_length_9703_cov_12.312811
nneighs_18387	S3CS18097D-03-11_S0_L001CNODE_7711_length_4743_cov_3.246374
nneighs_18387	S5CS18097D-03-06_S0_L001CNODE_2597_length_7791_cov_3.930196
6262	S1CS18097D-03-02_S0_L001CNODE_19032_length_2799_cov_2.232507
11561	S1CS18097D-03-02_S0_L001CNODE_21943_length_2563_cov_3.273126
nneighs_414	S1CS18097D-03-02_S0_L001CNODE_655_length_15093_cov_5.115241
nneighs_414	S5CS18097D-03-06_S0_L001CNODE_12062_length_3228_cov_2.983297
nneighs_414	S2CS18097D-03-07_S0_L001CNODE_4065_length_5885_cov_3.832762
nneighs_414	S3CS18097D-03-11_S0_L001CNODE_5208_length_5916_cov_4.552465
nneighs_414	S3CS18097D-03-11_S0_L001CNODE_26526_length_2292_cov_3.339741
nneighs_414	S4CS18097D-03-12_S0_L001CNODE_7331_length_4699_cov_2.655254
nneighs_414	S4CS18097D-03-12_S0_L001CNODE_21469_length_2426_cov_4.379165
nneighs_414	S5CS18097D-03-06_S0_L001CNODE_19707_length_2378_cov_3.421438
nneighs_414	S2CS18097D-03-07_S0_L001CNODE_3650_length_6229_cov_3.304503
nneighs_414	S5CS18097D-03-06_S0_L001CNODE_22127_length_2216_cov_4.015733
nneighs_414	S1CS18097D-03-02_S0_L001CNODE_6755_length_5175_cov_4.755078
nneighs_414	S3CS18097D-03-11_S0_L001CNODE_17342_length_2960_cov_5.534596
nneighs_414	S2CS18097D-03-07_S0_L001CNODE_6060_length_4767_cov_3.967105
nneighs_414	S3CS18097D-03-11_S0_L001CNODE_21654_length_2591_cov_4.108438
nneighs_414	S3CS18097D-03-11_S0_L001CNODE_30107_length_2126_cov_4.262192
nneighs_414	S5CS18097D-03-06_S0_L001CNODE_11443_length_3329_cov_3.159743
nneighs_1772	S1CS18097D-03-02_S0_L001CNODE_2739_length_8168_cov_4.233822
nneighs_1772	S3CS18097D-03-11_S0_L001CNODE_5333_length_5846_cov_4.570540
nneighs_1772	S4CS18097D-03-12_S0_L001CNODE_10626_length_3762_cov_4.089021
nneighs_1772	S3CS18097D-03-11_S0_L001CNODE_3810_length_6950_cov_4.098912
nneighs_1772	S4CS18097D-03-12_S0_L001CNODE_6581_length_4975_cov_4.952236
nneighs_1772	S5CS18097D-03-06_S0_L001CNODE_3062_length_7180_cov_3.945263
nneighs_12736	S2CS18097D-03-07_S0_L001CNODE_22633_length_2170_cov_4.869213
nneighs_12736	S1CS18097D-03-02_S0_L001CNODE_28827_length_2170_cov_5.598202
17020	S2CS18097D-03-07_S0_L001CNODE_21011_length_2272_cov_3.081642
4110	S3CS18097D-03-11_S0_L001CNODE_15863_length_3123_cov_2.926336
7918	S2CS18097D-03-07_S0_L001CNODE_2286_length_7894_cov_15.945911
